"date_of_update","date","week","total_registerd","total_estimated","people_vaccinated","people_fully_vaccinated","ggd_total","hosp_total","care_total","ha_total","registerd_new","estimated_new","people_fully_vaccinated_new","ggd_new","hosp_new","care_new","ha_new"
2021-02-21,2021-02-20,7,779889,987435,754182,233253,685338,94551,194160,13386,28990,28990,11000,28990,0,0,0
2021-02-22,2021-02-21,8,806744,1014290,781037,233253,712193,94551,194160,13386,26855,26855,11000,26855,0,0,0
2021-02-23,2021-02-22,8,835554,1062871,829618,233253,741003,94551,207483,19834,28810,48581,0,28810,0,13323,6448
2021-02-24,2021-02-23,8,862964,1112536,878283,234253,768413,94551,223290,26282,27410,49665,1000,27410,0,15807,6448
2021-02-25,2021-02-24,8,891621,1169302,876977,292325,794070,97551,241430,36251,28657,56766,58072,25657,3000,18140,9969
2021-02-26,2021-02-25,8,915793,1236192,927144,309048,818242,97551,270803,49596,24172,66890,16723,24172,0,29373,13345
2021-02-27,2021-02-26,8,934595,1285742,964307,321435,837044,97551,288228,62919,18802,49550,12387,18802,0,17425,13323
2021-02-28,2021-02-27,8,952919,1319008,989256,329752,855368,97551,303170,62919,18324,33266,8317,18324,0,14942,0
2021-03-01,2021-02-28,8,968765,1336670,1002503,334167,871214,97551,304902,63003,15846,17662,4415,15846,0,1732,84
2021-03-02,2021-03-01,9,990389,1379655,1034742,344913,892838,97551,311216,78050,21624,42985,10746,21624,0,6314,15047
2021-03-03,2021-03-02,9,1011426,1425319,1068990,356329,913875,97551,323345,90548,21037,45664,11416,21037,0,12129,12498
2021-03-04,2021-03-03,9,1031922,1470623,1102968,367655,934371,97551,338111,100590,20496,45304,11326,20496,0,14766,10042
2021-03-05,2021-03-04,9,1054615,1527014,1145261,381753,954564,100051,361767,110632,22693,56391,14098,20193,2500,23656,10042
2021-03-06,2021-03-05,9,1074650,1571318,1178489,392829,974599,100051,375994,120674,20035,44304,11076,20035,0,14227,10042
2021-03-07,2021-03-06,9,1094332,1596256,1197192,399064,994281,100051,381250,120674,19682,24938,6235,19682,0,5256,0
2021-03-08,2021-03-07,9,1116491,1620090,1279872,340218,1013640,102851,382925,120674,22159,23834,-58846,19359,2800,1675,0
2021-03-09,2021-03-08,10,1142359,1656245,1242184,414061,1039508,102851,386555,127331,25868,36155,73843,25868,0,3630,6657
2021-03-10,2021-03-09,10,1175502,1696498,1272374,424124,1067651,107851,390436,130560,33143,40253,10063,28143,5000,3881,3229
